assoc_files,phenocode,phenostring,category,num_cases,num_controls,num_samples
/home/mikekaz/scratch/CLSA_Mike/Regenie/FINAL/Regenie_nextflow/Binary/results/step2/summary/Pheweb_ready_summary_files/_INC_SRCE_BN_COM.txt.gz,INC_SRCE_BN_COM,Household benefits from Canada or Quebec pension plan,socio-economic,13199,11306,24505
/home/mikekaz/scratch/CLSA_Mike/Regenie/FINAL/Regenie_nextflow/Binary/results/step2/summary/Pheweb_ready_summary_files/_INC_SRCE_CH_COM.txt.gz,INC_SRCE_CH_COM,Household child tax benefit,socio-economic,951,23554,24505
/home/mikekaz/scratch/CLSA_Mike/Regenie/FINAL/Regenie_nextflow/Binary/results/step2/summary/Pheweb_ready_summary_files/_INC_SRCE_CP_COM.txt.gz,INC_SRCE_CP_COM,Household capital gains,socio-economic,2755,21750,24505
/home/mikekaz/scratch/CLSA_Mike/Regenie/FINAL/Regenie_nextflow/Binary/results/step2/summary/Pheweb_ready_summary_files/_INC_SRCE_GIS_COM.txt.gz,INC_SRCE_GIS_COM,Household guaranteed income supplement,socio-economic,813,23692,24505
/home/mikekaz/scratch/CLSA_Mike/Regenie/FINAL/Regenie_nextflow/Binary/results/step2/summary/Pheweb_ready_summary_files/_INC_SRCE_GV_COM.txt.gz,INC_SRCE_GV_COM,Household RRSP/ RRIF,socio-economic,6172,18333,24505
/home/mikekaz/scratch/CLSA_Mike/Regenie/FINAL/Regenie_nextflow/Binary/results/step2/summary/Pheweb_ready_summary_files/_INC_SRCE_IN_COM.txt.gz,INC_SRCE_IN_COM,Household dividends and interest,socio-economic,8499,16006,24505
/home/mikekaz/scratch/CLSA_Mike/Regenie/FINAL/Regenie_nextflow/Binary/results/step2/summary/Pheweb_ready_summary_files/_INC_SRCE_OLD_COM.txt.gz,INC_SRCE_OLD_COM,Household old age security,socio-economic,9889,14616,24505
/home/mikekaz/scratch/CLSA_Mike/Regenie/FINAL/Regenie_nextflow/Binary/results/step2/summary/Pheweb_ready_summary_files/_INC_SRCE_PN_COM.txt.gz,INC_SRCE_PN_COM,Household job related pensions,socio-economic,10814,13691,24505
/home/mikekaz/scratch/CLSA_Mike/Regenie/FINAL/Regenie_nextflow/Binary/results/step2/summary/Pheweb_ready_summary_files/_INC_SRCE_SE_COM.txt.gz,INC_SRCE_SE_COM,Household income from self-employment,socio-economic,5280,19225,24505
/home/mikekaz/scratch/CLSA_Mike/Regenie/FINAL/Regenie_nextflow/Binary/results/step2/summary/Pheweb_ready_summary_files/_INC_SRCE_WG_COM.txt.gz,INC_SRCE_WG_COM,Household wages and salaries,socio-economic,12720,11785,24505
/home/mikekaz/scratch/CLSA_Mike/Regenie/FINAL/Regenie_nextflow/Binary/results/step2/summary/Pheweb_ready_summary_files/_INJ_CAUS_FL_COM.txt.gz,INJ_CAUS_FL_COM,Injury caused by a fall,health,1257,23225,24482
/home/mikekaz/scratch/CLSA_Mike/Regenie/FINAL/Regenie_nextflow/Binary/results/step2/summary/Pheweb_ready_summary_files/_INJ_CAUS_NONE_COM.txt.gz,INJ_CAUS_NONE_COM,Injury cause Other,health,1960,22522,24482
/home/mikekaz/scratch/CLSA_Mike/Regenie/FINAL/Regenie_nextflow/Binary/results/step2/summary/Pheweb_ready_summary_files/_INJ_OCC_COM.txt.gz,INJ_OCC_COM,Serious injuries (past 12 months),health,3602,20880,24482
/home/mikekaz/scratch/CLSA_Mike/Regenie/FINAL/Regenie_nextflow/Binary/results/step2/summary/Pheweb_ready_summary_files/_INT_ACCESSHM_MCQ.txt.gz,INT_ACCESSHM_MCQ,Access to internet or email at home,socio-economic,21993,1532,23525
/home/mikekaz/scratch/CLSA_Mike/Regenie/FINAL/Regenie_nextflow/Binary/results/step2/summary/Pheweb_ready_summary_files/_INT_SCLNTWRK_MCQ.txt.gz,INT_SCLNTWRK_MCQ,Uses social networking sites,behaviour,11730,9805,21535
/home/mikekaz/scratch/CLSA_Mike/Regenie/FINAL/Regenie_nextflow/Binary/results/step2/summary/Pheweb_ready_summary_files/_INT_WYSSCL_FAM_MCQ.txt.gz,INT_WYSSCL_FAM_MCQ,Uses social networking sites to stay in touch or make plans with family,behaviour,8800,12735,21535
/home/mikekaz/scratch/CLSA_Mike/Regenie/FINAL/Regenie_nextflow/Binary/results/step2/summary/Pheweb_ready_summary_files/_INT_WYSSCL_FRI_MCQ.txt.gz,INT_WYSSCL_FRI_MCQ,Uses social networking sites to stay in touch or make plans with friends,behaviour,8956,12579,21535
/home/mikekaz/scratch/CLSA_Mike/Regenie/FINAL/Regenie_nextflow/Binary/results/step2/summary/Pheweb_ready_summary_files/_INT_WYSSCL_OT_MCQ.txt.gz,INT_WYSSCL_OT_MCQ,Ways use social networking sites - other,behaviour,1451,20084,21535
/home/mikekaz/scratch/CLSA_Mike/Regenie/FINAL/Regenie_nextflow/Binary/results/step2/summary/Pheweb_ready_summary_files/_INT_WYSSCL_PRO_MCQ.txt.gz,INT_WYSSCL_PRO_MCQ,Uses social networking sites to promote one's self or one's work,behaviour,2478,19057,21535
/home/mikekaz/scratch/CLSA_Mike/Regenie/FINAL/Regenie_nextflow/Binary/results/step2/summary/Pheweb_ready_summary_files/_LBF_CURR_COM.txt.gz,LBF_CURR_COM,Currently working,socio-economic,9546,1144,10690
/home/mikekaz/scratch/CLSA_Mike/Regenie/FINAL/Regenie_nextflow/Binary/results/step2/summary/Pheweb_ready_summary_files/_LBF_EVER_COM.txt.gz,LBF_EVER_COM,Ever worked,socio-economic,10633,59,10692
/home/mikekaz/scratch/CLSA_Mike/Regenie/FINAL/Regenie_nextflow/Binary/results/step2/summary/Pheweb_ready_summary_files/_LBF_LGEVER_COM.txt.gz,LBF_LGEVER_COM,Longest period in the same job,socio-economic,6498,3039,9537
/home/mikekaz/scratch/CLSA_Mike/Regenie/FINAL/Regenie_nextflow/Binary/results/step2/summary/Pheweb_ready_summary_files/_LBF_MANY_COM.txt.gz,LBF_MANY_COM,Currently working more than one job/ business,socio-economic,1765,8683,10448
/home/mikekaz/scratch/CLSA_Mike/Regenie/FINAL/Regenie_nextflow/Binary/results/step2/summary/Pheweb_ready_summary_files/_LFP_LNGST_COM.txt.gz,LFP_LNGST_COM,Longest job,socio-economic,10040,3654,13694
/home/mikekaz/scratch/CLSA_Mike/Regenie/FINAL/Regenie_nextflow/Binary/results/step2/summary/Pheweb_ready_summary_files/_NUR_CKMEALS_MCQ.txt.gz,NUR_CKMEALS_MCQ,SCREEN II-AB: Cook own meals,behaviour,17767,5725,23492
/home/mikekaz/scratch/CLSA_Mike/Regenie/FINAL/Regenie_nextflow/Binary/results/step2/summary/Pheweb_ready_summary_files/_NUR_DHNR_MCQ.txt.gz,NUR_DHNR_MCQ,High Nutritional Risk Indicator,behaviour,8131,15193,23324
/home/mikekaz/scratch/CLSA_Mike/Regenie/FINAL/Regenie_nextflow/Binary/results/step2/summary/Pheweb_ready_summary_files/_OAR_MED_COM.txt.gz,OAR_MED_COM,Currently taking medication for arthritis,medications,822,22661,23483
/home/mikekaz/scratch/CLSA_Mike/Regenie/FINAL/Regenie_nextflow/Binary/results/step2/summary/Pheweb_ready_summary_files/_ORH_DENT_MCQ.txt.gz,ORH_DENT_MCQ,Wears dentures or false teeth,health,5914,17640,23554
/home/mikekaz/scratch/CLSA_Mike/Regenie/FINAL/Regenie_nextflow/Binary/results/step2/summary/Pheweb_ready_summary_files/_ORH_EXP_BB_MCQ.txt.gz,ORH_EXP_BB_MCQ,Oral health problems - Bad breath,health,1674,21884,23558
/home/mikekaz/scratch/CLSA_Mike/Regenie/FINAL/Regenie_nextflow/Binary/results/step2/summary/Pheweb_ready_summary_files/_ORH_EXP_CHW_MCQ.txt.gz,ORH_EXP_CHW_MCQ,Oral health problems - Cannot chew adequately,health,1882,21676,23558
/home/mikekaz/scratch/CLSA_Mike/Regenie/FINAL/Regenie_nextflow/Binary/results/step2/summary/Pheweb_ready_summary_files/_ORH_EXP_DNL_MCQ.txt.gz,ORH_EXP_DNL_MCQ,Oral health problems - Dentures loose/don't fit,health,855,22703,23558
/home/mikekaz/scratch/CLSA_Mike/Regenie/FINAL/Regenie_nextflow/Binary/results/step2/summary/Pheweb_ready_summary_files/_ORH_EXP_DNU_MCQ.txt.gz,ORH_EXP_DNU_MCQ,Oral health problems - Dentures uncomfortable,health,807,22751,23558
/home/mikekaz/scratch/CLSA_Mike/Regenie/FINAL/Regenie_nextflow/Binary/results/step2/summary/Pheweb_ready_summary_files/_ORH_EXP_DRM_MCQ.txt.gz,ORH_EXP_DRM_MCQ,Oral health problems - Dry mouth,health,4210,19348,23558
/home/mikekaz/scratch/CLSA_Mike/Regenie/FINAL/Regenie_nextflow/Binary/results/step2/summary/Pheweb_ready_summary_files/_ORH_EXP_GUMB_MCQ.txt.gz,ORH_EXP_GUMB_MCQ,Oral health problems - Gums around natural teeth bleed,health,2613,20945,23558
/home/mikekaz/scratch/CLSA_Mike/Regenie/FINAL/Regenie_nextflow/Binary/results/step2/summary/Pheweb_ready_summary_files/_ORH_EXP_GUMS_MCQ.txt.gz,ORH_EXP_GUMS_MCQ,Oral health problems - Gums around natural teeth are sore,health,1823,21735,23558
/home/mikekaz/scratch/CLSA_Mike/Regenie/FINAL/Regenie_nextflow/Binary/results/step2/summary/Pheweb_ready_summary_files/_ORH_EXP_JJP_MCQ.txt.gz,ORH_EXP_JJP_MCQ,Oral health problems - Jaw joints painful,health,1370,22188,23558
/home/mikekaz/scratch/CLSA_Mike/Regenie/FINAL/Regenie_nextflow/Binary/results/step2/summary/Pheweb_ready_summary_files/_ORH_EXP_JWS_MCQ.txt.gz,ORH_EXP_JWS_MCQ,Oral health problems - Jaw muscles sore,health,1257,22301,23558
/home/mikekaz/scratch/CLSA_Mike/Regenie/FINAL/Regenie_nextflow/Binary/results/step2/summary/Pheweb_ready_summary_files/_ORH_EXP_NONE_MCQ.txt.gz,ORH_EXP_NONE_MCQ,Oral health problems - None,health,9959,13599,23558
/home/mikekaz/scratch/CLSA_Mike/Regenie/FINAL/Regenie_nextflow/Binary/results/step2/summary/Pheweb_ready_summary_files/_ORH_EXP_NTB_MCQ.txt.gz,ORH_EXP_NTB_MCQ,Oral health problems - Natural tooth broken,health,2560,20998,23558
/home/mikekaz/scratch/CLSA_Mike/Regenie/FINAL/Regenie_nextflow/Binary/results/step2/summary/Pheweb_ready_summary_files/_ORH_EXP_NTD_MCQ.txt.gz,ORH_EXP_NTD_MCQ,Oral health problems - Natural tooth decayed,health,3396,20162,23558
/home/mikekaz/scratch/CLSA_Mike/Regenie/FINAL/Regenie_nextflow/Binary/results/step2/summary/Pheweb_ready_summary_files/_ORH_EXP_NTL_MCQ.txt.gz,ORH_EXP_NTL_MCQ,Oral health problems - Natural tooth loose,health,1134,22424,23558
/home/mikekaz/scratch/CLSA_Mike/Regenie/FINAL/Regenie_nextflow/Binary/results/step2/summary/Pheweb_ready_summary_files/_ORH_EXP_OT_MCQ.txt.gz,ORH_EXP_OT_MCQ,Oral health problems - Other,health,868,22690,23558
/home/mikekaz/scratch/CLSA_Mike/Regenie/FINAL/Regenie_nextflow/Binary/results/step2/summary/Pheweb_ready_summary_files/_ORH_EXP_SWL_MCQ.txt.gz,ORH_EXP_SWL_MCQ,Oral health problems - Swelling in your mouth,health,1074,22484,23558
/home/mikekaz/scratch/CLSA_Mike/Regenie/FINAL/Regenie_nextflow/Binary/results/step2/summary/Pheweb_ready_summary_files/_ORH_EXP_TTH_MCQ.txt.gz,ORH_EXP_TTH_MCQ,Oral health problems - Toothache,health,2921,20637,23558
/home/mikekaz/scratch/CLSA_Mike/Regenie/FINAL/Regenie_nextflow/Binary/results/step2/summary/Pheweb_ready_summary_files/_ORH_TEETH_MCQ.txt.gz,ORH_TEETH_MCQ,Has one or more of original teeth,health,22019,1538,23557
/home/mikekaz/scratch/CLSA_Mike/Regenie/FINAL/Regenie_nextflow/Binary/results/step2/summary/Pheweb_ready_summary_files/_OSA_LGJNT_COM.txt.gz,OSA_LGJNT_COM,Enlargement small joints close to the fingernails,health,5065,19372,24437
/home/mikekaz/scratch/CLSA_Mike/Regenie/FINAL/Regenie_nextflow/Binary/results/step2/summary/Pheweb_ready_summary_files/_OSA_LGTMB_COM.txt.gz,OSA_LGTMB_COM,Enlargement in base of thumbs,health,2060,22352,24412
/home/mikekaz/scratch/CLSA_Mike/Regenie/FINAL/Regenie_nextflow/Binary/results/step2/summary/Pheweb_ready_summary_files/_OSA_NBFNG_COM.txt.gz,OSA_NBFNG_COM,Number of fingers with enlarged small joints,measurements,3484,20948,24432
/home/mikekaz/scratch/CLSA_Mike/Regenie/FINAL/Regenie_nextflow/Binary/results/step2/summary/Pheweb_ready_summary_files/_OSA_PAINJNT_COM.txt.gz,OSA_PAINJNT_COM,Pain most days in small joints close to fingernails - past 4 weeks,health,1951,22498,24449
/home/mikekaz/scratch/CLSA_Mike/Regenie/FINAL/Regenie_nextflow/Binary/results/step2/summary/Pheweb_ready_summary_files/_OSA_PAINTMB_COM.txt.gz,OSA_PAINTMB_COM,Pain most days in base of thumbs - past 4 weeks,health,2449,22001,24450
/home/mikekaz/scratch/CLSA_Mike/Regenie/FINAL/Regenie_nextflow/Binary/results/step2/summary/Pheweb_ready_summary_files/_OSH_LOM_COM.txt.gz,OSH_LOM_COM,Range of motion of  hips limitation - past 4 weeks,health,2354,22069,24423
/home/mikekaz/scratch/CLSA_Mike/Regenie/FINAL/Regenie_nextflow/Binary/results/step2/summary/Pheweb_ready_summary_files/_OSH_PAIN_COM.txt.gz,OSH_PAIN_COM,Pain in groin or upper inner thigh - past 4 weeks,health,1298,23155,24453
/home/mikekaz/scratch/CLSA_Mike/Regenie/FINAL/Regenie_nextflow/Binary/results/step2/summary/Pheweb_ready_summary_files/_OSH_PAINSL_COM.txt.gz,OSH_PAINSL_COM,Pain in groin or upper inner thigh climbing down stairs or walking down slopes - past 4 weeks,health,992,23402,24394
/home/mikekaz/scratch/CLSA_Mike/Regenie/FINAL/Regenie_nextflow/Binary/results/step2/summary/Pheweb_ready_summary_files/_OSK_KNERPL_COM.txt.gz,OSK_KNERPL_COM,Knee replacement operation,health,829,23631,24460
/home/mikekaz/scratch/CLSA_Mike/Regenie/FINAL/Regenie_nextflow/Binary/results/step2/summary/Pheweb_ready_summary_files/_OSK_PAIN_COM.txt.gz,OSK_PAIN_COM,Knee pain - past 4 weeks,health,4578,19864,24442
/home/mikekaz/scratch/CLSA_Mike/Regenie/FINAL/Regenie_nextflow/Binary/results/step2/summary/Pheweb_ready_summary_files/_OSK_PAINSL_COM.txt.gz,OSK_PAINSL_COM,Pain in knee climbing down stairs or walking down slopes - past 4 weeks,health,5553,18819,24372
/home/mikekaz/scratch/CLSA_Mike/Regenie/FINAL/Regenie_nextflow/Binary/results/step2/summary/Pheweb_ready_summary_files/_OSK_SWELL_COM.txt.gz,OSK_SWELL_COM,Swelling in knee - past 4 weeks,health,2222,22152,24374
/home/mikekaz/scratch/CLSA_Mike/Regenie/FINAL/Regenie_nextflow/Binary/results/step2/summary/Pheweb_ready_summary_files/_OST_BCKPPM_COM.txt.gz,OST_BCKPPM_COM,Back pain past 12 months,health,4985,19442,24427
/home/mikekaz/scratch/CLSA_Mike/Regenie/FINAL/Regenie_nextflow/Binary/results/step2/summary/Pheweb_ready_summary_files/_OST_BONE_COM.txt.gz,OST_BONE_COM,Broken bone from fall or injury,health,3708,20709,24417
/home/mikekaz/scratch/CLSA_Mike/Regenie/FINAL/Regenie_nextflow/Binary/results/step2/summary/Pheweb_ready_summary_files/_OST_BP_COM.txt.gz,OST_BP_COM,Back pain at least one month,health,8235,16197,24432
/home/mikekaz/scratch/CLSA_Mike/Regenie/FINAL/Regenie_nextflow/Binary/results/step2/summary/Pheweb_ready_summary_files/_OST_CST_COM.txt.gz,OST_CST_COM,Ever taken systemic corticosteroids,medications,3171,20852,24023
/home/mikekaz/scratch/CLSA_Mike/Regenie/FINAL/Regenie_nextflow/Binary/results/step2/summary/Pheweb_ready_summary_files/_OST_FRAC_OT_COM.txt.gz,OST_FRAC_OT_COM,Type of fracture - Other,health,2699,21718,24417
/home/mikekaz/scratch/CLSA_Mike/Regenie/FINAL/Regenie_nextflow/Binary/results/step2/summary/Pheweb_ready_summary_files/_OST_MOM_COM.txt.gz,OST_MOM_COM,Mother hip fracture after 50,health,2512,21368,23880
/home/mikekaz/scratch/CLSA_Mike/Regenie/FINAL/Regenie_nextflow/Binary/results/step2/summary/Pheweb_ready_summary_files/_PA2_CRPRSN_MCQ.txt.gz,PA2_CRPRSN_MCQ,PASE scale: Engaged in caring for another person - past 7 days,behaviour,7212,16336,23548
/home/mikekaz/scratch/CLSA_Mike/Regenie/FINAL/Regenie_nextflow/Binary/results/step2/summary/Pheweb_ready_summary_files/_PA2_EXER_CAL_MCQ.txt.gz,PA2_EXER_CAL_MCQ,PASE scale: Exercised to increase muscle strength - Callisthenics,behaviour,1919,21626,23545
/home/mikekaz/scratch/CLSA_Mike/Regenie/FINAL/Regenie_nextflow/Binary/results/step2/summary/Pheweb_ready_summary_files/_PA2_EXER_OT_MCQ.txt.gz,PA2_EXER_OT_MCQ,PASE scale: Exercised to increase muscle strength - Other,behaviour,1408,22137,23545
/home/mikekaz/scratch/CLSA_Mike/Regenie/FINAL/Regenie_nextflow/Binary/results/step2/summary/Pheweb_ready_summary_files/_PA2_EXER_PUS_MCQ.txt.gz,PA2_EXER_PUS_MCQ,PASE scale: Exercised to increase muscle strength - Push-ups,behaviour,1706,21839,23545
/home/mikekaz/scratch/CLSA_Mike/Regenie/FINAL/Regenie_nextflow/Binary/results/step2/summary/Pheweb_ready_summary_files/_PA2_EXER_SIT_MCQ.txt.gz,PA2_EXER_SIT_MCQ,PASE scale: Exercised to increase muscle strength - Sit-ups,behaviour,1742,21803,23545
/home/mikekaz/scratch/CLSA_Mike/Regenie/FINAL/Regenie_nextflow/Binary/results/step2/summary/Pheweb_ready_summary_files/_PA2_EXER_WEI_MCQ.txt.gz,PA2_EXER_WEI_MCQ,PASE scale: Exercised to increase muscle strength - Weight lifting and hand weights,behaviour,4664,18881,23545
/home/mikekaz/scratch/CLSA_Mike/Regenie/FINAL/Regenie_nextflow/Binary/results/step2/summary/Pheweb_ready_summary_files/_PA2_HMREPAIR_MCQ.txt.gz,PA2_HMREPAIR_MCQ,PASE scale: Engaged in home repairs - past 7 days,behaviour,5845,17696,23541
/home/mikekaz/scratch/CLSA_Mike/Regenie/FINAL/Regenie_nextflow/Binary/results/step2/summary/Pheweb_ready_summary_files/_PA2_HVYHSWK_MCQ.txt.gz,PA2_HVYHSWK_MCQ,PASE scale: Engaged in heavy housework or chores - past 7 days,behaviour,16617,6930,23547
/home/mikekaz/scratch/CLSA_Mike/Regenie/FINAL/Regenie_nextflow/Binary/results/step2/summary/Pheweb_ready_summary_files/_PA2_HVYODA_MCQ.txt.gz,PA2_HVYODA_MCQ,PASE scale: Engaged in lawn work or yard care - past 7 days,behaviour,12216,11335,23551
/home/mikekaz/scratch/CLSA_Mike/Regenie/FINAL/Regenie_nextflow/Binary/results/step2/summary/Pheweb_ready_summary_files/_PA2_LSPRT_YOG_MCQ.txt.gz,PA2_LSPRT_YOG_MCQ,PASE scale: Participated in light sport or activity - Yoga or stretching,behaviour,2600,20951,23551
/home/mikekaz/scratch/CLSA_Mike/Regenie/FINAL/Regenie_nextflow/Binary/results/step2/summary/Pheweb_ready_summary_files/_PA2_LTHSWK_MCQ.txt.gz,PA2_LTHSWK_MCQ,PASE scale: Engaged in light housework - past 7 days,behaviour,22379,1169,23548
/home/mikekaz/scratch/CLSA_Mike/Regenie/FINAL/Regenie_nextflow/Binary/results/step2/summary/Pheweb_ready_summary_files/_PA2_LTODA_MCQ.txt.gz,PA2_LTODA_MCQ,"PASE scale: Engaged in outdoor gardening, sweeping the balcony or the stairs - past 7 days",behaviour,12530,11024,23554
/home/mikekaz/scratch/CLSA_Mike/Regenie/FINAL/Regenie_nextflow/Binary/results/step2/summary/Pheweb_ready_summary_files/_PA2_MSPRT_GOL_MCQ.txt.gz,PA2_MSPRT_GOL_MCQ,PASE scale: Participated in moderate sport or activity - Golf (without a cart),behaviour,957,22593,23550
/home/mikekaz/scratch/CLSA_Mike/Regenie/FINAL/Regenie_nextflow/Binary/results/step2/summary/Pheweb_ready_summary_files/_PA2_MSPRT_OT_MCQ.txt.gz,PA2_MSPRT_OT_MCQ,PASE scale: Participated in other moderate sport or activity,behaviour,834,22716,23550
/home/mikekaz/scratch/CLSA_Mike/Regenie/FINAL/Regenie_nextflow/Binary/results/step2/summary/Pheweb_ready_summary_files/_PA2_PARTPA_MCQ.txt.gz,PA2_PARTPA_MCQ,Desire to participate in more physical activities - past 12 months,behaviour,13550,9948,23498
/home/mikekaz/scratch/CLSA_Mike/Regenie/FINAL/Regenie_nextflow/Binary/results/step2/summary/Pheweb_ready_summary_files/_PA2_PRVPA_ENG_MCQ.txt.gz,PA2_PRVPA_ENG_MCQ,Factor preventing participation in more physical activities - Lack of energy,behaviour,1023,22475,23498
/home/mikekaz/scratch/CLSA_Mike/Regenie/FINAL/Regenie_nextflow/Binary/results/step2/summary/Pheweb_ready_summary_files/_PA2_PRVPA_HEA_MCQ.txt.gz,PA2_PRVPA_HEA_MCQ,Factor preventing participation in more physical activities - Health condition limitation,behaviour,2465,21033,23498
/home/mikekaz/scratch/CLSA_Mike/Regenie/FINAL/Regenie_nextflow/Binary/results/step2/summary/Pheweb_ready_summary_files/_PA2_PRVPA_ILL_MCQ.txt.gz,PA2_PRVPA_ILL_MCQ,Factor preventing participation in more physical activities - Illness/injury,behaviour,1973,21525,23498
/home/mikekaz/scratch/CLSA_Mike/Regenie/FINAL/Regenie_nextflow/Binary/results/step2/summary/Pheweb_ready_summary_files/_PA2_PRVPA_MOT_MCQ.txt.gz,PA2_PRVPA_MOT_MCQ,Factor preventing participation in more physical activities - Lack of motivation,behaviour,2726,20772,23498
/home/mikekaz/scratch/CLSA_Mike/Regenie/FINAL/Regenie_nextflow/Binary/results/step2/summary/Pheweb_ready_summary_files/_PA2_PRVPA_OT_MCQ.txt.gz,PA2_PRVPA_OT_MCQ,Factor preventing participation in more physical activities - Other,behaviour,2428,21070,23498
/home/mikekaz/scratch/CLSA_Mike/Regenie/FINAL/Regenie_nextflow/Binary/results/step2/summary/Pheweb_ready_summary_files/_PA2_PRVPA_TIM_MCQ.txt.gz,PA2_PRVPA_TIM_MCQ,Factor preventing participation in more physical activities - Lack of time,behaviour,5673,17825,23498
/home/mikekaz/scratch/CLSA_Mike/Regenie/FINAL/Regenie_nextflow/Binary/results/step2/summary/Pheweb_ready_summary_files/_PA2_SIT_BIN_MCQ.txt.gz,PA2_SIT_BIN_MCQ,"PASE scale: Participated in sitting activities - Bingo, cards or other games",behaviour,2149,21391,23540
/home/mikekaz/scratch/CLSA_Mike/Regenie/FINAL/Regenie_nextflow/Binary/results/step2/summary/Pheweb_ready_summary_files/_PA2_SIT_COM_MCQ.txt.gz,PA2_SIT_COM_MCQ,PASE scale: Participated in sitting activities - Computer activities,behaviour,16910,6630,23540
/home/mikekaz/scratch/CLSA_Mike/Regenie/FINAL/Regenie_nextflow/Binary/results/step2/summary/Pheweb_ready_summary_files/_PA2_SIT_CRO_MCQ.txt.gz,PA2_SIT_CRO_MCQ,"PASE scale: Participated in sitting activities - Crosswords, puzzles, etc.",behaviour,4177,19363,23540
/home/mikekaz/scratch/CLSA_Mike/Regenie/FINAL/Regenie_nextflow/Binary/results/step2/summary/Pheweb_ready_summary_files/_PA2_SIT_HAN_MCQ.txt.gz,PA2_SIT_HAN_MCQ,PASE scale: Participated in sitting activities - Handicrafts,behaviour,3002,20538,23540
/home/mikekaz/scratch/CLSA_Mike/Regenie/FINAL/Regenie_nextflow/Binary/results/step2/summary/Pheweb_ready_summary_files/_PA2_SIT_LIS_MCQ.txt.gz,PA2_SIT_LIS_MCQ,PASE scale: Participated in sitting activities - Listening to radio/music,behaviour,3314,20226,23540
/home/mikekaz/scratch/CLSA_Mike/Regenie/FINAL/Regenie_nextflow/Binary/results/step2/summary/Pheweb_ready_summary_files/_PA2_SIT_OT_MCQ.txt.gz,PA2_SIT_OT_MCQ,PASE scale: Participated in sitting activities - Other,behaviour,1590,21950,23540
/home/mikekaz/scratch/CLSA_Mike/Regenie/FINAL/Regenie_nextflow/Binary/results/step2/summary/Pheweb_ready_summary_files/_PA2_SIT_REA_MCQ.txt.gz,PA2_SIT_REA_MCQ,PASE scale: Participated in sitting activities - Reading,behaviour,18281,5259,23540
/home/mikekaz/scratch/CLSA_Mike/Regenie/FINAL/Regenie_nextflow/Binary/results/step2/summary/Pheweb_ready_summary_files/_PA2_SIT_TV_MCQ.txt.gz,PA2_SIT_TV_MCQ,PASE scale: Participated in sitting activities - Watching TV,behaviour,20560,2980,23540
/home/mikekaz/scratch/CLSA_Mike/Regenie/FINAL/Regenie_nextflow/Binary/results/step2/summary/Pheweb_ready_summary_files/_PA2_SIT_VIS_MCQ.txt.gz,PA2_SIT_VIS_MCQ,PASE scale: Participated in sitting activities - Visiting with others,behaviour,6014,17526,23540
/home/mikekaz/scratch/CLSA_Mike/Regenie/FINAL/Regenie_nextflow/Binary/results/step2/summary/Pheweb_ready_summary_files/_PA2_SSPRT_AER_MCQ.txt.gz,PA2_SSPRT_AER_MCQ,PASE scale: Participated in strenuous sport or activity - Aerobic dance or water aerobics,behaviour,1055,22493,23548
/home/mikekaz/scratch/CLSA_Mike/Regenie/FINAL/Regenie_nextflow/Binary/results/step2/summary/Pheweb_ready_summary_files/_PA2_SSPRT_BIC_MCQ.txt.gz,PA2_SSPRT_BIC_MCQ,PASE scale: Participated in strenuous sport or activity - Bicycling/exercise bike,behaviour,3495,20053,23548
/home/mikekaz/scratch/CLSA_Mike/Regenie/FINAL/Regenie_nextflow/Binary/results/step2/summary/Pheweb_ready_summary_files/_PA2_SSPRT_JOG_MCQ.txt.gz,PA2_SSPRT_JOG_MCQ,PASE scale: Participated in strenuous sport or activity - Jogging,behaviour,1482,22066,23548
/home/mikekaz/scratch/CLSA_Mike/Regenie/FINAL/Regenie_nextflow/Binary/results/step2/summary/Pheweb_ready_summary_files/_PA2_SSPRT_OT_MCQ.txt.gz,PA2_SSPRT_OT_MCQ,PASE scale: Participated in other strenuous sport or activity,behaviour,1327,22221,23548
/home/mikekaz/scratch/CLSA_Mike/Regenie/FINAL/Regenie_nextflow/Binary/results/step2/summary/Pheweb_ready_summary_files/_PA2_SSPRT_SWI_MCQ.txt.gz,PA2_SSPRT_SWI_MCQ,PASE scale: Participated in strenuous sport or activity - Swimming (with laps),behaviour,1042,22506,23548
/home/mikekaz/scratch/CLSA_Mike/Regenie/FINAL/Regenie_nextflow/Binary/results/step2/summary/Pheweb_ready_summary_files/_PA2_WRK_MCQ.txt.gz,PA2_WRK_MCQ,PASE scale: Work for pay or volunteer  - past 7 days,behaviour,13252,10299,23551
/home/mikekaz/scratch/CLSA_Mike/Regenie/FINAL/Regenie_nextflow/Binary/results/step2/summary/Pheweb_ready_summary_files/_PKD_BAL_COM.txt.gz,PKD_BAL_COM,Balance poor,health,3051,21349,24400
/home/mikekaz/scratch/CLSA_Mike/Regenie/FINAL/Regenie_nextflow/Binary/results/step2/summary/Pheweb_ready_summary_files/_PKD_BUTON_COM.txt.gz,PKD_BUTON_COM,Trouble buttoning buttons,health,1584,22867,24451
/home/mikekaz/scratch/CLSA_Mike/Regenie/FINAL/Regenie_nextflow/Binary/results/step2/summary/Pheweb_ready_summary_files/_PKD_FACE_COM.txt.gz,PKD_FACE_COM,Face less expressive,health,908,22891,23799
